,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
545,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
546,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
547,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
548,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
549,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
550,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
551,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
552,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
553,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
554,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
555,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
556,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
557,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
558,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
559,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
560,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
561,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
562,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
563,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
564,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
565,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
566,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
567,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
568,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
569,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
570,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
571,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
572,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
573,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
574,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
575,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
