,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
267,"Palo Alto, CA",Amazon Corporate LLC,3267fec9643721b0,Software Development Engineer – Emerging AWS Machine Learnin...,,43.2,9607,30+ days,2016-10-16 00:31:42.416696
268,"Palo Alto, CA","Amazon Web Services, Inc.",5cd1a23807d207f4,Software Engineer – Emerging AWS Machine Learning Platforms,,43.2,9607,30+ days,2016-10-16 00:31:42.416696
269,"Mountain View, CA",Google,94fdd57a556cfde4,"Software Engineer Manager, People Analytics",,52.800003,1218,30+ days,2016-10-16 00:31:42.416696
270,"Santa Clara, CA",Intellipro Group Inc.,baeacabbe884f32c,Software Intern - Virtual Network Visibility and Data Analys...,,,,9 days,2016-10-16 00:31:42.416696
271,"Mountain View, CA",Google,601811fde2111a40,"Product Analytics Lead, Data Science - Mountain View, San Br...",,52.800003,1218,30 days,2016-10-16 00:31:42.416696
272,"Palo Alto, CA 94301 (Professorville area)",Houzz,6a16ea8ca7500d5f,Quantitative Analyst,,51.6,8,30+ days,2016-10-16 00:31:42.416696
273,"Palo Alto, CA",AT&T,7b3c3ff8f58ecdce,Big Data Technical Co Op I,,44.4,14286,24 days,2016-10-16 00:31:42.416696
274,"Santa Clara, CA",NVIDIA,5a7a2a7d45be7eeb,Research Scientist – Human Perception and Vision Science,,51.6,88,29 days,2016-10-16 00:31:42.416696
275,"Mountain View, CA",Geomagical Labs,16601b9c68fc1c26,3D Vision Engineer,,,,29 days,2016-10-16 00:31:42.416696
276,"Redwood City, CA",C3 IoT,a1d80fcf9e3d3765,Data Scientist,,,,30+ days,2016-10-16 00:31:42.416696
277,"San Jose, CA","Cisco Systems, Inc.",65603266e2dd84bd,Chief Scientist - Digital Simulation Modeling,,51.6,1740,2 days,2016-10-16 00:31:42.416696
278,"Redwood City, CA",IMVU,4c3b300e09967196,Senior Data Scientist,,53.4,10,12 days,2016-10-16 00:31:42.416696
279,"Redwood City, CA 94063",Nominum,b455502e02c53ab0,Staff Data Scientist,,,,30+ days,2016-10-16 00:31:42.416696
280,"Mountain View, CA 94041",Coursera,a87f1daaf7628348,Machine Learning Engineer,,55.199997,3,30+ days,2016-10-16 00:31:42.416696
281,"San Jose, CA",Adobe,d7895e9c221ec427,Machine Learning Scientist,,52.199997,214,30+ days,2016-10-16 00:31:42.416696
282,"Palo Alto, CA",Canalys,7d938c5bcd030b64,Research Analyst,,,,30+ days,2016-10-16 00:31:42.416696
283,"Sunnyvale, CA 94089",Baidu USA,2af6da179dc51b37,Product Manager - Big Data Lab,,,,17 days,2016-10-16 00:31:42.416696
284,"San Jose, CA",Sikka Software,d61990c12a04fa83,AI Scientist Intern,,,,24 days,2016-10-16 00:31:42.416696
285,"Santa Clara, CA 95054",Nor1,113f636cbf9518dd,"Senior Manager, Data Science",,,,23 days,2016-10-16 00:31:42.416696
