Property Code,Check-In,Check-Out,Type,Confirmation Code,Nights,Amount,Host Fee,Cleaning Fee,Cleaning Flag,Cleaning_Rate,Use,Rent,Market,Area,Neighborhood,Address,Bedrooms,Floor,Seasonality,SqFoot
NY003,1-Oct-14,5-Oct-14,Adjustment,BMNCNN,0,"-$2,231.00",0,0,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,1-Oct-14,5-Oct-14,Reservation,BMNCNN,4,"$2,231.00",0,0,1,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,5-Oct-14,11-Oct-14,Reservation,XMC9K8,6,"$3,579.00",111,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,11-Oct-14,13-Oct-14,Reservation,E8FAQZ,2,"$1,115.00",35,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,15-Oct-14,19-Oct-14,Reservation,J3YTBA,4,"$2,309.00",71,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,20-Oct-14,26-Oct-14,Reservation,99ZT4X,6,"$3,298.00",102,0,1,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,28-Oct-14,31-Oct-14,Reservation,DZ8XX8,3,"$2,139.00",66,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,31-Oct-14,4-Nov-14,Reservation,RN82B5,4,"$2,289.00",71,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,4-Nov-14,11-Nov-14,Reservation,4SPMD4,7,"$3,477.00",108,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,15-Nov-14,21-Nov-14,Reservation,YKD239,6,"$2,997.00",93,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,24-Nov-14,1-Dec-14,Reservation,3XTXMQ,7,"$2,215.00",141,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,24-Nov-14,1-Dec-14,Resolution Adjustment,3XTXMQ,0,"-$1,107.00",0,0,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,25-Nov-14,30-Nov-14,Reservation,J3CRDE,5,"$3,390.00",105,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,1-Dec-14,4-Dec-14,Reservation,KESXK5,3,"$1,557.00",48,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,4-Dec-14,10-Dec-14,Reservation,T5Y935,6,"$4,161.00",129,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,10-Dec-14,15-Dec-14,Reservation,8929A5,5,"$2,372.00",73,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,17-Dec-14,21-Dec-14,Reservation,FWYSPH,4,"$2,231.00",69,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,21-Dec-14,3-Jan-15,Reservation,XAQPAE,13,"$8,730.00",270,0,1,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,11-Jan-15,17-Jan-15,Reservation,2KFMYZ,6,"$2,080.00",64,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,28-Jan-15,1-Feb-15,Reservation,Y35W4X,4,"$1,618.00",50,0,1,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,29-Mar-15,4-Apr-15,Reservation,P8CKPK,6,"$3,028.00",94,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,Low,0
NY003,16-Apr-15,19-Apr-15,Reservation,ZAKA8E,3,"$1,843.00",57,0,1,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY003,2-May-15,7-May-15,Reservation,JDR953,5,"$2,769.00",86,120,0,120,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #5B,3,5,High,0
NY004,2-May-14,19-May-14,Reservation,HASZ2E,17,"$6,402.00",198,0,1,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,19-May-14,23-May-14,Reservation,59PX54,4,"$1,727.00",53,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,25-May-14,1-Jun-14,Reservation,4DNHX9,7,"$3,701.00",114,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,1-Jun-14,4-Jun-14,Reservation,ME523E,3,"$1,343.00",42,0,1,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,5-Jun-14,8-Jun-14,Reservation,QSM2KH,3,"$1,819.00",56,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,8-Jun-14,11-Jun-14,Reservation,F4P8EP,3,$994.00,31,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,11-Jun-14,16-Jun-14,Reservation,CCC4ZZ,5,"$3,031.00",94,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,16-Jun-14,20-Jun-14,Reservation,TTD99N,4,"$1,382.00",43,0,1,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,21-Jun-14,24-Jun-14,Reservation,RPZMRK,3,"$1,567.00",48,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,24-Jun-14,30-Jun-14,Reservation,WMXPCF,6,"$3,211.00",99,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,3-Jul-14,6-Jul-14,Reservation,8TJHHJ,3,"$1,347.00",42,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,9-Jul-14,14-Jul-14,Reservation,R3QYSF,5,"$2,910.00",90,0,1,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,15-Jul-14,22-Jul-14,Reservation,2WK223,7,"$3,633.00",112,200,0,200,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,22-Jul-14,27-Jul-14,Reservation,3T3KB8,5,"$1,911.00",59,0,1,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,28-Jul-14,31-Jul-14,Reservation,QWZQBM,3,"$1,576.00",49,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,1-Aug-14,6-Aug-14,Reservation,9ACFNX,5,"$2,498.00",77,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,9-Aug-14,12-Aug-14,Reservation,PF5ZSF,3,"$1,537.00",48,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,14-Aug-14,24-Aug-14,Reservation,KES4KP,10,"$4,860.00",150,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,25-Aug-14,8-Sep-14,Reservation,AXTAMD,14,"$6,625.00",205,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,8-Sep-14,13-Sep-14,Reservation,NNBS4Z,5,"$2,575.00",80,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,14-Sep-14,17-Sep-14,Reservation,JT8ZXP,3,"$1,576.00",49,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,17-Sep-14,22-Sep-14,Reservation,YZBRQJ,5,"$2,575.00",80,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,22-Sep-14,26-Sep-14,Reservation,89M835,4,"$2,056.00",64,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,26-Sep-14,5-Oct-14,Reservation,CHCQPY,9,"$4,418.00",137,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,6-Oct-14,11-Oct-14,Reservation,BWHQZB,5,"$3,022.00",93,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,11-Oct-14,16-Oct-14,Reservation,5TM9PA,5,"$2,420.00",75,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,17-Oct-14,24-Oct-14,Reservation,J9STMA,7,"$3,380.00",105,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,25-Oct-14,30-Oct-14,Reservation,SFYNMJ,5,"$2,420.00",75,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,30-Oct-14,3-Nov-14,Reservation,54AB45,4,"$2,706.00",84,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,3-Nov-14,5-Nov-14,Reservation,RB235B,2,"$1,096.00",34,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,7-Nov-14,10-Nov-14,Reservation,KDMKWY,3,"$1,576.00",49,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,10-Nov-14,18-Nov-14,Reservation,XPEKDQ,8,"$4,171.00",129,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,26-Nov-14,5-Dec-14,Reservation,3TKME5,9,"$4,574.00",141,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,5-Dec-14,7-Dec-14,Reservation,9KYEFX,2,$999.00,31,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,7-Dec-14,11-Dec-14,Reservation,NZ8JZW,4,"$2,056.00",64,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,11-Dec-14,17-Dec-14,Reservation,TAPZY2,6,"$3,094.00",96,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,24-Dec-14,3-Jan-15,Reservation,DKPCHZ,10,"$5,160.00",160,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,9-Jan-15,12-Jan-15,Reservation,R45SYH,3,$994.00,31,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,14-Jan-15,19-Jan-15,Reservation,9H5DEA,5,"$2,397.00",74,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,26-Jan-15,4-Feb-15,Reservation,S5JE43,9,"$2,711.00",84,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,7-Feb-15,13-Feb-15,Reservation,2CYPRA,6,"$1,673.00",52,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,13-Feb-15,19-Feb-15,Reservation,MWQQQ5,6,"$2,085.00",65,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,24-Feb-15,26-Feb-15,Reservation,HMTTKY,2,$708.00,22,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,24-Feb-15,26-Feb-15,Resolution Adjustment,HMTTKY,0,-$730.00,0,0,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,12-Mar-15,18-Mar-15,Reservation,4BKFZJ,6,"$1,853.00",57,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,18-Mar-15,23-Mar-15,Reservation,2YJXB8,5,"$1,567.00",48,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,25-Mar-15,1-Apr-15,Reservation,D59X5D,7,"$1,998.00",62,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,Low,0
NY004,13-Apr-15,19-Apr-15,Reservation,9FCNPN,6,"$2,070.00",64,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,19-Apr-15,24-Apr-15,Reservation,EC299P,5,"$2,556.00",79,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,19-Apr-15,24-Apr-15,Resolution Adjustment,EC299P,0,-$250.00,0,0,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,24-Apr-15,26-Apr-15,Reservation,WRP9S9,2,"$1,104.00",34,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,28-Apr-15,9-May-15,Reservation,DB2WMA,11,"$5,751.00",178,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,10-May-15,15-May-15,Reservation,44C32R,5,"$2,556.00",79,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,15-May-15,24-May-15,Misc Credit,XYZB8S,0,"$21,513.00",0,0,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,15-May-15,24-May-15,Reservation,XYZB8S,9,"$5,656.00",175,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,27-May-15,28-May-15,Reservation,H8MC2J,1,$620.00,19,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,28-May-15,2-Jun-15,Reservation,NSSR4C,5,"$2,750.00",85,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,3-Jun-15,10-Jun-15,Reservation,DC3SC5,7,"$3,718.00",115,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,12-Jun-15,25-Jun-15,Reservation,C8C5BZ,13,"$6,816.00",211,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY004,26-Jun-15,10-Jul-15,Reservation,QEHXTP,14,"$7,882.00",244,140,0,140,1,6250,New York,Lower Manhattan,West Village,159 Bleecker St #4C,2,4,High,0
NY005,5-Feb-15,15-Feb-15,Reservation,5XH9NP,10,"$1,354.00",42,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,16-Feb-15,24-Feb-15,Reservation,BXP94Y,8,$901.00,28,0,1,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,21-Feb-15,28-Feb-15,Reservation,FNZP82,7,$436.00,30,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,2-Mar-15,7-Mar-15,Reservation,9QDDHZ,5,$858.00,27,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,8-Mar-15,15-Mar-15,Reservation,YWRHYQ,7,$980.00,30,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,18-Mar-15,28-Mar-15,Reservation,CDYXX8,10,"$1,354.00",42,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,29-Mar-15,8-Apr-15,Reservation,XS5D5M,10,"$1,727.00",53,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,11-Apr-15,20-Apr-15,Reservation,P8NRZJ,9,"$1,229.00",38,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,23-Apr-15,30-Apr-15,Reservation,AJ5B4K,7,"$1,167.00",36,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,23-Apr-15,30-Apr-15,Resolution Adjustment,AJ5B4K,0,-$100.00,0,0,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,30-Apr-15,2-May-15,Reservation,9QPKTX,2,$425.00,13,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,2-May-15,10-May-15,Reservation,NBNAYR,8,"$1,730.00",54,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,11-May-15,13-May-15,Reservation,Q9ZN3P,2,$435.00,13,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,13-May-15,15-May-15,Reservation,Z34Q52,2,$454.00,14,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,15-May-15,20-May-15,Reservation,WEHWA3,5,"$1,161.00",36,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,20-May-15,22-May-15,Reservation,KWKADZ,2,$415.00,13,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,20-May-15,23-May-15,Reservation,N3SXJE,3,$569.00,21,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,24-May-15,31-May-15,Reservation,HRMH9F,7,"$1,303.00",40,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,2-Jun-15,9-Jun-15,Reservation,885YJX,7,"$1,555.00",48,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,9-Jun-15,10-Jun-15,Reservation,5QEXEM,1,$251.00,8,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,9-Jun-15,11-Jun-15,Reservation,T43ZWZ,2,$91.00,13,110,0,110,0,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,10-Jun-15,11-Jun-15,Reservation,PM3DJA,1,$251.00,8,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,11-Jun-15,24-Jun-15,Reservation,DHWWE8,13,"$2,810.00",87,0,1,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,30-Jun-15,3-Jul-15,Reservation,WMY9MD,3,$511.00,16,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,6-Jul-15,28-Jul-15,Reservation,P8YW3A,22,"$3,577.00",111,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,1-Aug-15,3-Aug-15,Reservation,TSQ3HZ,2,$435.00,13,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,3-Aug-15,6-Aug-15,Reservation,YWCZEH,3,$540.00,17,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,10-Aug-15,14-Aug-15,Reservation,353KTK,4,$724.00,22,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,16-Aug-15,20-Aug-15,Reservation,QN3J9A,4,$646.00,20,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,23-Aug-15,28-Aug-15,Reservation,ARD3FA,5,$810.00,25,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,28-Aug-15,7-Sep-15,Reservation,MWNBYY,10,"$1,591.00",49,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,8-Sep-15,19-Sep-15,Reservation,QT2QDM,11,"$2,482.00",77,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,19-Sep-15,20-Sep-15,Reservation,WAMQPR,1,$348.00,11,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,20-Sep-15,23-Sep-15,Reservation,XS482K,3,$725.00,22,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,24-Sep-15,29-Sep-15,Reservation,NQ38JR,5,"$1,149.00",36,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,29-Sep-15,2-Oct-15,Reservation,E3ZA8Z,3,$686.00,21,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,3-Oct-15,6-Oct-15,Reservation,JDWPTB,3,$797.00,25,0,1,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,7-Oct-15,18-Oct-15,Reservation,AHEAHQ,11,"$2,385.00",74,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,18-Oct-15,23-Oct-15,Reservation,Y2DP4T,5,"$1,266.00",39,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,25-Oct-15,1-Nov-15,Reservation,WPNPCH,7,"$1,962.00",61,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,2-Nov-15,4-Nov-15,Reservation,ZS8PT3,2,$493.00,15,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,8-Nov-15,22-Nov-15,Reservation,HX32TR,14,"$2,421.00",75,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,29-Nov-15,4-Dec-15,Reservation,5AD4XX,5,"$1,023.00",32,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,5-Dec-15,7-Dec-15,Reservation,JQY8RP,2,$599.00,19,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,8-Dec-15,12-Dec-15,Adjustment,F3C3TB,0,-$679.00,0,0,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,8-Dec-15,12-Dec-15,Reservation,F3C3TB,4,"$1,691.00",31,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,15-Dec-15,17-Dec-15,Reservation,ENH9SB,2,$299.00,9,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY005,26-Dec-15,29-Dec-15,Reservation,KF352X,3,$463.00,14,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,High,500
NY006,11-Feb-15,18-Feb-15,Reservation,YMPD9S,7,$980.00,30,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,4-Mar-15,6-Mar-15,Reservation,YXCSAB,2,$383.00,12,0,1,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,10-Mar-15,17-Mar-15,Reservation,X48K43,7,$980.00,30,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,19-Mar-15,26-Mar-15,Reservation,WEMWBD,7,$980.00,30,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,26-Mar-15,29-Mar-15,Reservation,HA5JTS,3,$521.00,16,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,29-Mar-15,31-Mar-15,Reservation,QNHEQR,2,$349.00,11,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,31-Mar-15,8-Apr-15,Reservation,32XZFW,8,"$1,105.00",34,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,Low,500
NY006,8-Apr-15,10-Apr-15,Reservation,T8H9B3,2,$369.00,11,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,10-Apr-15,11-Apr-15,Reservation,WFT3HA,1,$306.00,9,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,11-Apr-15,19-Apr-15,Reservation,A5A3DM,8,"$1,105.00",34,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,21-Apr-15,25-Apr-15,Reservation,C93WCC,4,$815.00,25,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,26-Apr-15,3-May-15,Reservation,5MAW4F,7,$980.00,30,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,3-May-15,9-May-15,Reservation,FAASWM,6,"$1,242.00",38,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,9-May-15,13-May-15,Reservation,EYAMCB,4,$873.00,27,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,13-May-15,17-May-15,Reservation,SQZBZ3,4,$941.00,29,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,17-May-15,19-May-15,Reservation,3ZBTK2,2,$466.00,14,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,19-May-15,20-May-15,Reservation,3DDA2K,1,$280.00,9,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,20-May-15,27-May-15,Reservation,8828MA,7,$980.00,30,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,27-May-15,28-May-15,Reservation,AYWJA4,1,$271.00,8,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,29-May-15,2-Jun-15,Reservation,YADZBR,4,$980.00,30,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,2-Jun-15,6-Jun-15,Reservation,R85YST,4,$949.00,29,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
NY006,6-Jun-15,12-Jun-15,Reservation,F2PBKN,6,"$1,358.00",42,110,0,110,1,2599,New York,Lower Manhattan,Chelsea,239 9th Ave #4D,1,5,High,500
