Property Code,Check-In,Check-Out,Type,Confirmation Code,Nights,Amount,Host Fee,Cleaning Fee,Cleaning Flag,Cleaning_Rate,Use,Rent,Market,Area,Neighborhood,Address,Bedrooms,Floor,Seasonality,SqFoot
DD-1BR,4-May-13,10-May-13,Cancellation Fee,KE2AJ3,0,-$100.00,0,0,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
NY001,5-Feb-14,13-Feb-14,Reservation,2QZ2ZJ,8,"$2,686.00",83,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,15-Feb-14,17-Feb-14,Reservation,ZHWY2K,2,$708.00,22,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,22-Feb-14,23-Feb-14,Reservation,ZB2KTH,1,$286.00,9,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,24-Feb-14,1-Mar-14,Reservation,ZYXCRZ,5,"$1,575.00",49,149,0,149,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,2-Mar-14,14-Mar-14,Reservation,NQ4AWB,12,"$2,716.00",84,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,14-Mar-14,17-Mar-14,Adjustment,C4QRKK,0,-$354.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,14-Mar-14,17-Mar-14,Reservation,C4QRKK,3,"$1,178.00",26,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,17-Mar-14,20-Mar-14,Adjustment,E3NZ2K,0,-$634.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,17-Mar-14,20-Mar-14,Reservation,E3NZ2K,3,$693.00,21,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,20-Mar-14,23-Mar-14,Adjustment,ESKXQA,0,-$200.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,20-Mar-14,23-Mar-14,Reservation,ESKXQA,3,"$1,197.00",37,149,0,149,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,27-Mar-14,1-Apr-14,Reservation,H8TRBJ,5,"$1,769.00",55,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,1-Apr-14,4-Apr-14,Reservation,F95P49,3,$984.00,30,129,0,129,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,4-Apr-14,9-Apr-14,Reservation,X4SXTP,5,"$1,915.00",59,149,0,149,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,10-Apr-14,13-Apr-14,Reservation,8XXRN9,3,"$1,576.00",49,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,13-Apr-14,21-Apr-14,Reservation,4D5KXY,8,"$3,794.00",117,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,22-Apr-14,26-Apr-14,Reservation,TA9FX5,4,"$2,065.00",64,149,0,149,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,26-Apr-14,27-Apr-14,Reservation,RMTCFJ,1,$674.00,21,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,28-Apr-14,2-May-14,Reservation,KAYMZD,4,"$1,677.00",52,149,0,149,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-May-14,7-May-14,Reservation,ZCYKHZ,4,"$1,649.00",51,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,7-May-14,12-May-14,Reservation,CDXRN9,5,"$2,235.00",69,129,0,129,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,12-May-14,18-May-14,Adjustment,4FMWJC,0,-$776.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,12-May-14,18-May-14,Reservation,4FMWJC,6,"$2,637.00",58,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,18-May-14,20-May-14,Reservation,83CDFF,2,$707.00,22,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,21-May-14,26-May-14,Reservation,H42RJR,5,"$2,254.00",70,149,0,149,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,26-May-14,31-May-14,Reservation,DDZ5AS,5,"$2,283.00",71,129,0,129,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,31-May-14,1-Jun-14,Reservation,8REHZM,1,$615.00,19,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,1-Jun-14,5-Jun-14,Reservation,CDMB8Z,4,"$1,667.00",52,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,5-Jun-14,11-Jun-14,Reservation,TEM9XH,6,"$2,715.00",84,129,0,129,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,11-Jun-14,15-Jun-14,Reservation,RQJ2ZZ,4,"$1,861.00",58,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,15-Jun-14,16-Jun-14,Reservation,R2T8P2,1,$518.00,16,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,16-Jun-14,23-Jun-14,Reservation,4TS5QF,7,"$3,714.00",115,129,0,129,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,24-Jun-14,1-Jul-14,Reservation,8NF8WD,7,"$4,063.00",126,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Jul-14,4-Aug-14,Reservation,SEHP3F,32,"$9,938.00",307,129,0,129,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,4-Aug-14,9-Aug-14,Reservation,FNRF3H,5,"$2,148.00",66,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,11-Aug-14,16-Aug-14,Reservation,ZTJTPS,5,"$1,760.00",54,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,16-Aug-14,22-Aug-14,Reservation,HDK2JF,6,"$2,531.00",78,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,22-Aug-14,26-Aug-14,Reservation,E2X44F,4,"$1,745.00",54,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,29-Aug-14,1-Sep-14,Reservation,9FJCTN,3,"$1,800.00",56,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,2-Sep-14,9-Sep-14,Reservation,8S589K,7,"$4,063.00",126,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,10-Sep-14,14-Sep-14,Reservation,XRDXNF,4,"$2,637.00",82,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,15-Sep-14,18-Sep-14,Reservation,2DRNEJ,3,"$1,575.00",49,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,18-Sep-14,25-Sep-14,Reservation,FPHH2T,7,"$3,724.00",115,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,25-Sep-14,2-Oct-14,Reservation,CTHZN5,7,"$3,724.00",115,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Oct-14,5-Oct-14,Reservation,3XMB33,2,"$1,192.00",37,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,5-Oct-14,8-Oct-14,Reservation,PXRH53,3,"$1,372.00",42,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,9-Oct-14,11-Oct-14,Reservation,PSCM8C,2,$998.00,31,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,11-Oct-14,16-Oct-14,Reservation,QCTRXB,5,"$2,148.00",66,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,17-Oct-14,25-Oct-14,Reservation,DYFAYQ,8,"$4,237.00",131,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,25-Oct-14,26-Oct-14,Reservation,55J3WQ,1,$712.00,22,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,29-Oct-14,30-Oct-14,Reservation,RNDBXJ,1,$615.00,19,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,30-Oct-14,3-Nov-14,Reservation,S2M98P,4,"$2,376.00",74,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Nov-14,9-Nov-14,Reservation,JFRJ8F,6,"$2,628.00",81,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,11-Nov-14,20-Nov-14,Reservation,XQKWJZ,9,"$4,365.00",135,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,22-Nov-14,25-Nov-14,Reservation,52J5MF,3,"$1,381.00",43,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,26-Nov-14,27-Nov-14,Reservation,J3Q3JF,1,$615.00,19,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,28-Nov-14,7-Dec-14,Reservation,MZHNYN,9,"$4,749.00",147,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,7-Dec-14,10-Dec-14,Reservation,K2M5RK,3,"$1,284.00",40,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,10-Dec-14,12-Dec-14,Reservation,N924FZ,2,$792.00,25,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,12-Dec-14,18-Dec-14,Reservation,CJX4CF,6,"$3,142.00",97,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,20-Dec-14,26-Dec-14,Reservation,P2KS2B,6,"$3,598.00",111,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,26-Dec-14,27-Dec-14,Reservation,ZD5HSX,1,$809.00,25,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,27-Dec-14,3-Jan-15,Reservation,2ZWEEQ,7,"$5,097.00",158,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Jan-15,4-Jan-15,Reservation,TXKP2Z,1,$469.00,15,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,4-Jan-15,11-Jan-15,Reservation,MFHKNW,7,"$2,359.00",73,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,11-Jan-15,13-Jan-15,Reservation,THMX4W,2,$812.00,25,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,13-Jan-15,15-Jan-15,Reservation,RF5P43,2,$715.00,22,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,17-Jan-15,19-Jan-15,Reservation,22YXSW,2,$783.00,24,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,20-Jan-15,26-Jan-15,Reservation,M9CY3D,6,"$2,069.00",64,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,30-Jan-15,2-Feb-15,Reservation,YTJHFY,3,"$1,296.00",40,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,3-Feb-15,12-Feb-15,Reservation,SNWS2N,9,"$3,051.00",94,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,13-Feb-15,16-Feb-15,Reservation,RMAB9C,3,"$1,107.00",34,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,19-Feb-15,25-Feb-15,Reservation,BQDBCQ,6,"$2,079.00",64,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,25-Feb-15,27-Feb-15,Reservation,W5YMXH,2,$618.00,19,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,28-Feb-15,4-Mar-15,Reservation,25HWQF,4,"$1,392.00",43,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,5-Mar-15,10-Mar-15,Reservation,8BJPB4,5,"$1,779.00",55,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,13-Mar-15,15-Mar-15,Reservation,C3K4MS,2,$734.00,23,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,16-Mar-15,23-Mar-15,Reservation,9T8ZCN,7,"$2,359.00",73,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,25-Mar-15,29-Mar-15,Reservation,ZTJ49P,4,"$2,071.00",64,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,29-Mar-15,5-Apr-15,Reservation,MQKTE5,7,"$3,969.00",123,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,7-Apr-15,9-Apr-15,Reservation,45KEKQ,2,$776.00,24,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,10-Apr-15,12-Apr-15,Reservation,YNEQP4,2,"$1,103.00",34,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,12-Apr-15,15-Apr-15,Reservation,3X9DHK,3,"$1,140.00",35,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,15-Apr-15,18-Apr-15,Reservation,KDB4HT,3,"$1,490.00",46,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,20-Apr-15,21-Apr-15,Reservation,JDPSEH,1,$455.00,14,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,21-Apr-15,23-Apr-15,Reservation,5KATPZ,2,$774.00,24,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,23-Apr-15,27-Apr-15,Reservation,EB9JWN,4,"$2,653.00",82,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,27-Apr-15,2-May-15,Reservation,3NEDXD,5,"$1,925.00",60,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,7-May-15,15-May-15,Reservation,34Q5DW,8,"$4,977.00",154,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,7-May-15,15-May-15,Resolution Adjustment,34Q5DW,0,"-$2,496.00",0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,16-May-15,23-May-15,Reservation,Y5NFQ5,7,"$4,396.00",136,139,0,139,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,26-May-15,3-Jun-15,Reservation,Q8PKC2,8,"$3,426.00",106,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Jun-15,4-Jun-15,Reservation,E3F4SC,1,$523.00,16,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,4-Jun-15,14-Jun-15,Reservation,CF8AFQ,10,"$5,936.00",184,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,16-Jun-15,18-Jun-15,Reservation,BDEBDM,2,$949.00,29,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,18-Jun-15,25-Jun-15,Reservation,3TWJQ3,7,"$4,058.00",125,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,26-Jun-15,29-Jun-15,Reservation,HFE4PX,3,"$2,073.00",64,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Jul-15,5-Jul-15,Reservation,WWQP4B,2,$813.00,25,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,6-Jul-15,14-Jul-15,Reservation,MWNP4R,8,"$3,232.00",100,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,9-Jul-15,14-Jul-15,Reservation,KCXKHF,5,"$1,819.00",56,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,15-Jul-15,17-Jul-15,Reservation,YKZYHZ,2,$716.00,22,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,17-Jul-15,20-Jul-15,Reservation,9QY4PB,3,"$1,384.00",43,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,20-Jul-15,23-Jul-15,Reservation,P99E9H,3,$971.00,30,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,23-Jul-15,24-Jul-15,Reservation,JF8DRS,1,$414.00,13,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,25-Jul-15,1-Aug-15,Reservation,EQNXMT,7,"$2,680.00",83,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,1-Aug-15,5-Aug-15,Reservation,ZMRFBK,4,"$1,610.00",50,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,8-Aug-15,13-Aug-15,Reservation,3QY5JQ,5,"$1,974.00",61,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,14-Aug-15,19-Aug-15,Reservation,WADDD8,5,"$2,061.00",64,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,19-Aug-15,20-Aug-15,Reservation,H2YBF9,1,$390.00,12,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,20-Aug-15,21-Aug-15,Reservation,3WJT23,1,$426.00,13,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,21-Aug-15,22-Aug-15,Reservation,NMT29R,1,$426.00,13,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,22-Aug-15,23-Aug-15,Reservation,DTXBAM,1,$620.00,19,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,23-Aug-15,25-Aug-15,Reservation,9CS9PN,2,$599.00,19,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,25-Aug-15,27-Aug-15,Reservation,Z5C4PM,2,$561.00,17,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,27-Aug-15,31-Aug-15,Reservation,FRPHSB,4,"$1,897.00",59,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,31-Aug-15,6-Sep-15,Reservation,F3JTQ3,6,"$2,710.00",84,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,6-Sep-15,7-Sep-15,Reservation,2XWYSW,1,$426.00,13,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,8-Sep-15,15-Sep-15,Reservation,BPDF83,7,"$3,922.00",121,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,16-Sep-15,18-Sep-15,Reservation,YZY2XS,2,"$1,104.00",34,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,18-Sep-15,20-Sep-15,Reservation,X5CY32,2,"$1,317.00",41,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,20-Sep-15,27-Sep-15,Reservation,QSPJTM,7,"$3,718.00",115,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,28-Sep-15,29-Sep-15,Reservation,8T9WDB,1,$533.00,16,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,29-Sep-15,1-Oct-15,Reservation,34K9KH,2,$929.00,29,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,1-Oct-15,10-Oct-15,Reservation,Z9W8MM,9,"$4,958.00",153,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,1-Oct-15,10-Oct-15,Resolution Adjustment,Z9W8MM,0,-$661.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,10-Oct-15,16-Oct-15,Reservation,8H3YE8,6,"$3,312.00",102,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,10-Oct-15,16-Oct-15,Resolution Adjustment,8H3YE8,0,-$993.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,17-Oct-15,24-Oct-15,Reservation,ZRQP82,7,"$3,922.00",121,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,24-Oct-15,27-Oct-15,Adjustment,PWM85H,0,-$818.00,0,0,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,24-Oct-15,27-Oct-15,Reservation,PWM85H,3,"$1,772.00",55,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,28-Oct-15,30-Oct-15,Reservation,8XAQ8Y,2,$910.00,28,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,30-Oct-15,3-Nov-15,Reservation,3NN4QH,4,"$2,324.00",72,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,3-Nov-15,5-Nov-15,Reservation,HR9B38,2,$774.00,24,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,5-Nov-15,9-Nov-15,Reservation,Z24W5H,4,"$2,266.00",70,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,9-Nov-15,23-Nov-15,Reservation,KK5SJE,14,"$6,205.00",192,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,26-Nov-15,1-Dec-15,Reservation,W3AXTN,5,"$2,847.00",88,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,1-Dec-15,4-Dec-15,Reservation,M385ZF,3,"$1,161.00",36,0,1,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,4-Dec-15,6-Dec-15,Reservation,ZZDZA2,2,"$1,298.00",40,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,8-Dec-15,13-Dec-15,Reservation,D89NJS,5,"$2,701.00",84,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,15-Dec-15,20-Dec-15,Reservation,AA8FWC,5,"$1,353.00",42,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,20-Dec-15,29-Dec-15,Reservation,MT3SRW,9,"$5,317.00",164,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY001,29-Dec-15,31-Dec-15,Reservation,RN4MAH,2,"$1,395.00",43,140,0,140,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,High,800
NY002,5-May-14,9-May-14,Reservation,9AN9SE,4,"$2,566.00",79,245,0,245,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,17-May-14,18-May-14,Adjustment,Z92E3S,0,-$200.00,0,0,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,17-May-14,18-May-14,Reservation,Z92E3S,1,"$1,302.00",40,245,0,245,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,23-May-14,28-May-14,Reservation,R2BTAH,5,"$4,171.00",129,0,1,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,7-Jun-14,8-Jun-14,Reservation,NWCZZP,1,"$1,258.00",39,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,12-Jun-14,18-Jun-14,Reservation,5QRD3N,6,"$6,191.00",191,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,21-Jun-14,22-Jun-14,Reservation,FW2NEC,1,"$1,105.00",34,0,1,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,24-Jun-14,27-Jun-14,Reservation,PQZXJE,3,"$1,931.00",60,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,28-Jun-14,29-Jun-14,Reservation,MFMQK3,1,"$1,064.00",33,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,29-Jun-14,3-Jul-14,Reservation,TDENCY,4,"$2,898.00",90,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,High,1500
NY002,10-Jul-14,13-Jul-14,Reservation,ZCK522,3,"$2,649.00",82,140,0,140,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,13-Jul-14,18-Jul-14,Reservation,MDB8FK,5,"$4,544.00",141,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,19-Jul-14,20-Jul-14,Adjustment,EMXYK3,0,-$155.00,0,0,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,19-Jul-14,20-Jul-14,Reservation,EMXYK3,1,"$1,161.00",31,200,0,200,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
